internal_code,currency,target_notional
VHI.N,USD,0.0
VIA.N,USD,423.95
VIAV.OQ,USD,4293.32
VICI.N,USD,1444.07
VICR.OQ,USD,1310.93
VIK.N,USD,-734.21
VIR.OQ,USD,-1485.18
VIRC.OQ,USD,0.0
VIRT.N,USD,55.76
VISN.OQ,USD,-2608.42
VITL.OQ,USD,-1733.89
VKTX.OQ,USD,2462.29
VLGEA.OQ,USD,948.08
VLO.N,USD,2506.53
VLTO.N,USD,582.86
VLY.OQ,USD,806.08
VMC.N,USD,1777.68
VMD.OQ,USD,341.74
VMI.N,USD,1107.06
VNDA.OQ,USD,0.0
VNO.N,USD,-2477.73
VNOM.OQ,USD,843.58
VNT.N,USD,-1405.04
VOXR.OQ,USD,658.77
VOYA.N,USD,-3588.92
VOYG.N,USD,0.0
VPG.N,USD,0.0
VRDN.OQ,USD,2807.54
VRE.N,USD,1768.57
VREX.OQ,USD,0.0
VRM.OQ,USD,0.0
VRNS.OQ,USD,-2368.88
VRRM.OQ,USD,-1951.52
VRSK.OQ,USD,864.49
VRSN.OQ,USD,909.15
VRT.N,USD,-7.11
VRTS.N,USD,0.0
VRTX.OQ,USD,2003.71
VSAT.OQ,USD,-406.06
VSCO.N,USD,-544.03
VSEC.OQ,USD,532.36
VSH.N,USD,-820.05
VSNT.OQ,USD,0.0
VST.N,USD,-2339.1
VSTM.OQ,USD,0.0
VSTS.N,USD,1086.34
VTEX.N,USD,-584.81
VTOL.N,USD,0.0
VTR.N,USD,2028.08
VTRS.OQ,USD,899.42
VTS.N,USD,0.0
VUZI.OQ,USD,0.0
VVV.N,USD,1260.13
VVX.N,USD,3230.36
VYGR.OQ,USD,0.0
VYX.N,USD,-1149.59
VZ.N,USD,3418.54
W.N,USD,-1421.47
WAB.N,USD,1686.66
WABC.OQ,USD,0.0
WAFD.OQ,USD,930.51
WAL.N,USD,-1044.1
WALD.OQ,USD,0.0
WASH.OQ,USD,0.0
WAT.N,USD,762.72
WAY.OQ,USD,-1262.8
WBD.OQ,USD,-1103.9
WBS.N,USD,311.25
WBTN.OQ,USD,-895.15
WCC.N,USD,856.26
WD.N,USD,-1297.39
WDAY.OQ,USD,-1723.29
WDC.OQ,USD,918.01
WDFC.OQ,USD,1105.82
WEAV.N,USD,-1395.71
WEC.N,USD,3161.94
WELL.N,USD,1621.76
WEN.OQ,USD,-2295.73
WERN.OQ,USD,-940.68
WEST.OQ,USD,-1400.11
WEX.N,USD,-2262.26
WEYS.OQ,USD,0.0
WFC.N,USD,340.37
WFRD.OQ,USD,-3726.71
WGO.N,USD,-1622.2
WGS.OQ,USD,-1607.24
WH.N,USD,-1465.39
WHD.N,USD,-3228.69
WHG.N,USD,0.0
WHR.N,USD,-2088.47
WINA.OQ,USD,590.68
WING.OQ,USD,-1579.83
WK.N,USD,-1479.53
WKC.N,USD,-2018.06
WLDN.OQ,USD,-428.67
WLFC.OQ,USD,0.0
WLK.N,USD,927.2
WLY.N,USD,-984.1
WM.N,USD,3668.92
WMB.N,USD,4311.96
WMK.N,USD,1308.08
WMS.N,USD,264.37
WMT.OQ,USD,1816.79
WNC.N,USD,0.0
WNEB.OQ,USD,0.0
WOOF.OQ,USD,0.0
WOR.N,USD,0.0
WPC.N,USD,1679.62
WRB.N,USD,1710.07
WRBY.N,USD,-910.32
WRLD.OQ,USD,0.0
WS.N,USD,0.0
WSBC.OQ,USD,847.06
WSBF.OQ,USD,0.0
WSC.OQ,USD,-2374.17
WSFS.OQ,USD,867.5
WSM.N,USD,-1936.73
WSO.N,USD,722.94
WSR.N,USD,1288.6
WST.N,USD,814.0
WT.N,USD,846.96
WTBA.OQ,USD,0.0
WTFC.OQ,USD,336.19
WTI.N,USD,-253.13
WTM.N,USD,2289.21
WTRG.N,USD,3095.92
WTS.N,USD,929.41
WTTR.N,USD,332.82
WTW.OQ,USD,1007.29
WU.N,USD,950.41
WULF.OQ,USD,-913.23
WVE.OQ,USD,3337.55
WWD.OQ,USD,2616.43
WWW.N,USD,-1545.73
WY.N,USD,903.94
WYFI.OQ,USD,-1096.16
WYNN.OQ,USD,-2206.78
XEL.OQ,USD,2553.42
XENE.OQ,USD,2224.97
XERS.OQ,USD,-1521.27
XHR.N,USD,0.0
XMTR.OQ,USD,-1223.1
XNCR.OQ,USD,3980.48
XOM.N,USD,1279.35
XOMA.OQ,USD,0.0
XP.OQ,USD,-1207.21
XPEL.OQ,USD,0.0
XPER.N,USD,0.0
XPO.N,USD,1447.33
XPOF.N,USD,0.0
XPRO.N,USD,651.83
XRAY.OQ,USD,-3798.86
XRX.OQ,USD,-856.53
XYL.N,USD,381.61
XYZ.N,USD,-905.3
YELP.N,USD,-3052.0
YETI.N,USD,-601.23
YEXT.N,USD,559.31
YORW.OQ,USD,1768.78
YOU.N,USD,1827.84
YUM.N,USD,2032.91
Z.OQ,USD,-3192.37
ZBH.N,USD,1284.5
ZBIO.OQ,USD,2240.16
ZBRA.OQ,USD,-1379.82
ZD.OQ,USD,-1924.38
ZETA.N,USD,-2488.85
ZG.OQ,USD,-2861.19
ZGN.N,USD,0.0
ZION.OQ,USD,273.53
ZIP.N,USD,-763.79
ZM.OQ,USD,-960.55
ZS.OQ,USD,-1711.18
ZSPC.OQ,USD,-129.49
ZTS.N,USD,-88.45
ZUMZ.OQ,USD,122.26
ZVIA.N,USD,-72.64
ZVRA.OQ,USD,0.0
ZWS.N,USD,961.76
ZYME.OQ,USD,1843.13
SPX,USD,760199.61
